EWS ID,ProjectNumber,Published,Bank Risk Rating,Project Status,EWS URL,Detailed Analysis URL,Project Name,City,Country Count,Country 1,Country 2,Country 3,Country 4,Country 5,Country 6,Country 7,Country 8,Country 9,Country 10,Country 11,Country 12,Private Actor Count,Private Actor 1,Private Actor 2,Private Actor 3,Private Actor 4,Private Actor 5,Private Actor 6,Private Actor 7,Private Actor 8,Private Actor 9,Private Actor 10,Private Actor 11,Private Actor 12,Private Actor 13,Private Actor 14,Private Actor 15,Bank Count,Bank 1,Bank 2,Bank 3,Bank 4,Bank 5,Sector Count,Sector 1,Sector 2,Sector 3,Sector 4,Sector 5,Sector 6,Sector 7,Last Edited,Date Scraped,Date Disclosed,Board Date,Source URL,Project Cost,Investment Amount,Partners Contacted,Partners Responded,Communities Informed,Community Response,People Trained,Information Requested,Analysis URL,Lead Person Count,Lead Person 1,Lead Person 2,Lead Person 3,Lead Person 4,Lead Person 5,Lead Person 6,Lead Person 7
32158,ADB-51039-002,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/51039-002-horticulture-value-chain-development-sector-projec/,,Horticulture Value Chain Development Sector Project,,1,Afghanistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,0,,,,,,,,4/12/18,4/6/18,3/9/18,,https://www.adb.org/projects/51039-002/main,,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31531,ADB-51035-001,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/51035-001-health-services-sector-development-program-subpro/,,"Health Services Sector Development Program, Subprogram 1",,1,Papua New Guinea,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,12/19/17,12/15/17,9/28/17,,https://www.adb.org/projects/51035-001/main,,245,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31514,ADB-50312-003,Published,C,Proposed,https://ews.rightsindevelopment.org/projects/50312-003-railway-rolling-stock-operations-improvement-proje/,,Railway Rolling Stock Operations Improvement Project,,1,Bangladesh,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,1/3/18,12/13/17,9/27/17,,https://www.adb.org/projects/50312-003/main,860,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31485,ADB-38260-013,Published,U,Proposed,https://ews.rightsindevelopment.org/projects/38260-013-mff-north-east-region-urban-sector-development-i/,,MFF - North East Region Urban Sector Development Investment Program (Facility Concept),,1,India,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Infrastructure,,,,,,,1/10/18,12/12/17,5/28/08,,https://www.adb.org/projects/38260-013/main,,250,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31486,ADB-38260-023,Published,U,Proposed,https://ews.rightsindevelopment.org/projects/38260-023-mff-north-east-region-urban-sector-development-i/,,MFF - North East Region Urban Sector Development Investment Program (Subproject 1),North East Region,1,India,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Infrastructure,,,,,,,3/21/18,12/12/17,5/28/08,,https://www.adb.org/projects/38260-023/main,,31,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31487,ADB-50107-002,Published,A,Proposed,https://ews.rightsindevelopment.org/projects/50107-002-ho-chi-minh-city-wastewater-and-drainage-system-im/,,Ho Chi Minh City Wastewater and Drainage System Improvement Project,Ho Chi Minh City,1,Vietnam,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Infrastructure,Water and Sanitation,,,,,,1/29/18,12/12/17,10/24/16,,https://www.adb.org/projects/50107-002/main,400,400,No,No,No,No,0,No,,2,Tom Weerachat,Thien Hoang,,,,,
31490,ADB-51093-002,Published,A,Proposed,https://ews.rightsindevelopment.org/projects/51093-002-northern-to-central-500-kv-transmission-grid-reinf/,,Northern to Central 500 kV Transmission Grid Reinforcement Project,"Nam Dinh,Thanh Hoa, Quynh Lap-Nghe An, Vung Ang-Ha Tinh",1,Vietnam,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Construction,Energy,,,,,,1/29/18,12/12/17,9/22/17,,https://www.adb.org/projects/51093-002/main,200,200,No,No,No,No,0,No,,2,Tom Weerachat,Thien Hoang,,,,,
31491,ADB-42180-019,Published,FI,Proposed,https://ews.rightsindevelopment.org/projects/42180-019-third-public-private-infrastructure-development-fa/,,Third Public-Private Infrastructure Development Facility-Tranche 2,,1,Bangladesh,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,0,,,,,,,,1/3/18,12/12/17,9/15/17,,https://www.adb.org/projects/42180-019/main,,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31499,ADB-41160-013,Published,U,Proposed,https://ews.rightsindevelopment.org/projects/41160-013-regional-power-generation-and-transmission-project/,,Regional Power Generation and Transmission Project (formerly Energy Efficiency Improvement Project I,,1,Bangladesh,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Energy,,,,,,,1/10/18,12/12/17,8/8/11,,https://www.adb.org/projects/41160-013/main,,260,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31500,ADB-49376-002,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/49376-002-climate-resilient-dairy-value-chain-development-pr/,,Climate-Resilient Dairy Value Chain Development Project,,1,Tajikistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Agriculture and Forestry,,,,,,,1/3/18,12/12/17,9/25/17,,https://www.adb.org/projects/49376-002/main,,20,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31483,AIIB-00001,Published,A,Approved,https://ews.rightsindevelopment.org/projects/00001-national-motorway-m-4-shorkot-khanewal-section-p/,,National Motorway M-4 (Shorkot-Khanewal Section) Project,,1,Pakistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,Asian Development Bank (ADB),Asian Infrastructure Investment Bank (AIIB),,,,1,Transport,,,,,,,2/27/18,12/12/17,,6/24/16,https://www.aiib.org/en/projects/approved/2016/pakistan-national-motorway.html,273,100,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31503,ADB-45031-002,Published,A,Approved,https://ews.rightsindevelopment.org/projects/45031-002-yuxi-mohan-subregional-railway-link-project/,,Yuxi-Mohan Subregional Railway Link Project,Yunnan,1,China,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,12/19/17,12/12/17,3/31/17,11/29/18,https://www.adb.org/projects/45031-002/main,,150,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31502,ADB-47245-003,Published,B,Approved,https://ews.rightsindevelopment.org/projects/47245-003-market-and-value-chain-infrastructure-development/,,Market and Value Chain Infrastructure Development Project,,1,Bangladesh,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Agriculture and Forestry,,,,,,,1/3/18,12/12/17,8/16/17,11/30/18,https://www.adb.org/projects/47245-003/main,70,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31501,ADB-49455-002,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/49455-002-integrated-urban-resilience-sector-project/,,Integrated Urban Resilience Sector Project,Nuku'alofa,1,Tonga,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Water and Sanitation,,,,,,,12/15/17,12/12/17,9/26/17,12/1/18,https://www.adb.org/projects/49455-002/main,,17.68,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31498,ADB-49240-002,Published,A,Proposed,https://ews.rightsindevelopment.org/projects/49240-002-uch-kurgan-hydropower-plant-modernization-project/,,Uch Kurgan Hydropower Plant Modernization Project (formerly Energy Sector Project),Jalal-Abad province,1,Kyrgyzstan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,3,Construction,Energy,Hydropower,,,,,1/3/18,12/12/17,9/25/17,12/13/18,https://www.adb.org/projects/49240-002/main,,100,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31497,ADB-50347-002,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/50347-002-dushanbe-urban-water-supply-and-sanitation-project/,,Dushanbe Urban Water Supply and Sanitation Project,Dushanbe,1,Tajikistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Construction,Water and Sanitation,,,,,,1/3/18,12/12/17,11/3/17,2/25/19,https://www.adb.org/projects/50347-002/main,,35,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31496,ADB-47356-002,Published,U,Approved,https://ews.rightsindevelopment.org/projects/47356-002-power-sector-development-investment-program/,,Power Sector Development Investment Program,,1,Papua New Guinea,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Energy,,,,,,,12/15/17,12/12/17,9/29/17,2/28/19,https://www.adb.org/projects/47356-002/main,,612,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31495,ADB-51337-001,Published,A,Approved,https://ews.rightsindevelopment.org/projects/51337-001-tamil-nadu-industrial-connectivity-project/,,Tamil Nadu Industrial Connectivity Project,,1,India,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,1/3/18,12/12/17,12/8/17,3/25/19,https://www.adb.org/projects/51337-001/main,,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31494,ADB-50102-002,Published,B,Approved,https://ews.rightsindevelopment.org/projects/50102-002-second-integrated-urban-environmental-management-i/,,Second Integrated Urban Environmental Management in the Tonle Sap Basin Project,,1,Cambodia,,,,,,,,,,,,1,Eptisa Servicios de Ingenieria S.L.,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Infrastructure,Water and Sanitation,,,,,,12/14/17,12/12/17,10/24/16,7/22/19,https://www.adb.org/projects/50102-002/main,,50,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31493,ADB-51271-001,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/51271-001-urban-water-supply-and-sanitation-sector-project/,,Urban Water Supply and Sanitation Sector Project,,1,Solomon Islands,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Water and Sanitation,,,,,,,12/19/17,12/12/17,10/24/17,9/14/19,https://www.adb.org/projects/51271-001/main,,30,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31492,ADB-50109-002,Published,B,Proposed,https://ews.rightsindevelopment.org/projects/50109-002-second-mandalay-urban-services-improvement-project/,,Second Mandalay Urban Services Improvement Project,Mandalay,1,Myanmar,,,,,,,,,,,,1,PM Group,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,12/19/17,12/12/17,8/4/17,11/26/19,https://www.adb.org/projects/50109-002/main,180,150,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31488,ADB-50101-002,Published,B,Approved,https://ews.rightsindevelopment.org/projects/50101-002-third-rural-water-supply-and-sanitation-services-s/,,Third Rural Water Supply and Sanitation Services Sector Development Program,,1,Cambodia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Water and Sanitation,,,,,,,12/19/17,12/12/17,10/10/16,3/31/20,https://www.adb.org/projects/50101-002/main,,25,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31489,ADB-50381-006,Published,A,Proposed,https://ews.rightsindevelopment.org/projects/50381-006-greater-mekong-subregion-east-west-economic-corrid/,,Greater Mekong Subregion East-West Economic Corridor Highway Development Project,Bago-Kyaikto,1,Myanmar,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,12/15/17,12/12/17,4/26/17,3/31/20,https://www.adb.org/projects/50381-006/main,,250,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31432,ADB-48448-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/48448-001-support-to-viet-nam-academy-of-social-sciences/,,Support to Viet Nam Academy of Social Sciences,National-wide - Education Sector,1,Vietnam,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,1/4/18,12/2/17,11/30/17,11/22/17,https://www.adb.org/projects/48448-001/main,1.3,0.1,No,No,No,No,0,No,,2,Tom Weerachat,Thien Hoang,,,,,
31414,ADB-37378-014,Published,A,Approved,https://ews.rightsindevelopment.org/projects/37378-014-jaffna-and-kilinochchi-water-supply-project-addito/,,Jaffna and Kilinochchi Water Supply Project-Additonal Financing,Jaffna and Kilinochchi,1,Sri Lanka,,,,,,,,,,,,2,Business Promoters & Partners Ltd - BPPE,China Machinery Engineering Corporation - CMEC,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Infrastructure,Water and Sanitation,,,,,,12/15/17,11/30/17,11/28/17,11/28/17,https://www.adb.org/projects/37378-014/main,120.5,,Yes,No,No,No,0,No,,2,Preksha Kumar,Tom Weerachat,,,,,
31405,ADB-51329-002,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51329-002-northern-cross-border-power-trade-and-distribution/,,Northern Cross-Border Power Trade and Distribution Project,"Luang Namtha, Bokeo, and Phongsaly",1,Laos,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Energy,Technical Cooperation,,,,,,12/15/17,11/29/17,11/27/17,11/22/17,https://www.adb.org/projects/51329-002/main,,0.8,Yes,Yes,No,No,0,Yes,,1,Tom Weerachat,,,,,,
31403,ADB-50364-001,Published,U,Active,https://ews.rightsindevelopment.org/projects/50364-001-deepening-civil-society-engagement-for-development/,,Deepening Civil Society Engagement for Development Effectiveness,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Law and Government,Technical Cooperation,,,,,,12/13/17,11/29/17,11/27/17,11/27/17,https://www.adb.org/projects/50364-001/main,,1.4,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31404,ADB-50378-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/50378-001-supporting-public-financial-management-reform/,,Supporting Public Financial Management Reform,,1,Fiji,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Law and Government,Technical Cooperation,,,,,,12/15/17,11/29/17,11/27/17,11/27/17,https://www.adb.org/projects/50378-001/main,,0.75,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31400,ADB-49450-010,Published,B,Approved,https://ews.rightsindevelopment.org/projects/49450-010-capacity-building-and-sector-reform-for-renewable/,,Capacity Building and Sector Reform for Renewable Energy Investments in the Pacific,,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Energy,Technical Cooperation,,,,,,12/13/17,11/28/17,11/24/17,11/22/17,https://www.adb.org/projects/49450-010/main,5,,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31398,ADB-50394-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/50394-001-skills-for-competitiveness-project/,,Skills for Competitiveness Project,Nation wide,1,Cambodia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,12/15/17,11/28/17,10/23/17,11/24/17,https://www.adb.org/projects/50394-001/main,,1.2,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31399,ADB-46528-002,Published,A,Approved,https://ews.rightsindevelopment.org/projects/46528-002-jalalpur-irrigation-project/,,Jalalpur Irrigation Project,,1,Pakistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,0,,,,,,,,1/3/18,11/28/17,7/18/13,11/24/17,https://www.adb.org/projects/46528-002/main,,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31392,ADB-46940-012,Published,U,Active,https://ews.rightsindevelopment.org/projects/46940-012-trade-finance-capacity-development-phase-2/,,"Trade Finance Capacity Development, Phase 2",,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Industry and Trade,Technical Cooperation,,,,,,12/13/17,11/25/17,3/6/14,11/24/17,https://www.adb.org/projects/46940-012/main,,3,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31388,ADB-50091-002,Published,B,Approved,https://ews.rightsindevelopment.org/projects/50091-002-sustaining-access-to-and-quality-of-education-duri/,,Sustaining Access to and Quality of Education During Economic Difficulties Project,,1,Mongolia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,12/15/17,11/24/17,11/21/17,11/20/17,https://www.adb.org/projects/50091-002/main,,50,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31387,ADB-48427-002,Published,C,Approved,https://ews.rightsindevelopment.org/projects/48427-002-encouraging-investment-through-capital-market-refo/,,"Encouraging Investment through Capital Market Reforms Program, Subprogram 2",,1,Philippines,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Finance,,,,,,,11/28/17,11/24/17,11/21/17,11/21/17,https://www.adb.org/projects/48427-002/main,300,0.5,No,No,No,No,0,No,,2,Jocelyn Medallo,Tom Weerachat,,,,,
31379,ADB-50361-001,Published,U,Active,https://ews.rightsindevelopment.org/projects/50361-001-innovation-in-education-sector-development-in-asia/,,Innovation in Education Sector Development in Asia and the Pacific,Regional,0,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,12/15/17,11/22/17,11/20/17,11/2/17,https://www.adb.org/projects/50361-001/main,,2,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31378,ADB-51270-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51270-001-ulaanbaatar-pro-poor-urban-redevelopment-support-s/,,Ulaanbaatar Pro-Poor Urban Redevelopment Support System for Ger Areas,Ulaanbaatar,1,Mongolia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,2,Communications,Law and Government,,,,,,12/15/17,11/22/17,11/13/17,11/6/17,https://www.adb.org/projects/51270-001/main,,0.5,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31377,ADB-51240-002,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51240-002-second-tashkent-province-water-supply-development/,,Second Tashkent Province Water Supply Development Project,"Chinaz, Yangiyul. ",1,Uzbekistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,3,Construction,Technical Cooperation,Water and Sanitation,,,,,11/27/17,11/22/17,11/16/17,11/9/17,https://www.adb.org/projects/51240-002/main,0.8,0.8,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31376,ADB-40540-017,Published,A,Approved,https://ews.rightsindevelopment.org/projects/40540-017-south-asia-subregional-economic-cooperation-dhaka-/,,"South Asia Subregional Economic Cooperation Dhaka-Northwest Corridor Road Project, Phase 2 - Tranche",,1,Bangladesh,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,1/5/18,11/22/17,11/17/17,11/16/17,https://www.adb.org/projects/40540-017/main,663.92,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31375,ADB-50024-002,Published,C,Approved,https://ews.rightsindevelopment.org/projects/50024-002-skills-for-inclusive-growth-sector-development-pro/,,Skills for Inclusive Growth Sector Development Program,,1,Kyrgyzstan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,3,Education and Health,Law and Government,Technical Cooperation,,,,,11/27/17,11/22/17,9/29/17,11/20/17,https://www.adb.org/projects/50024-002/main,33.6,30,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31291,ADB-50370-001,Published,U,Active,https://ews.rightsindevelopment.org/projects/50370-001-implementation-of-sustainable-transport-for-all/,,Implementation of Sustainable Transport For All,,19,Armenia,Bhutan,Cambodia,China,Fiji,Georgia,India,Indonesia,Kazakhstan,Laos,Malaysia,Myanmar,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,12/15/17,11/11/17,11/9/17,11/8/17,https://www.adb.org/projects/50370-001/main,1.5,,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31304,WB-P160152,Published,A,Active,https://ews.rightsindevelopment.org/projects/p160152-east-west-highway-corridor-improvement-project-add/,,East West Highway Corridor Improvement Project Additional Financing,"Chumateleti, Khevi",1,Georgia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,3,Asian Development Bank (ADB),European Investment Bank (EIB),World Bank (WB),,,3,Construction,Law and Government,Transport,,,,,11/22/17,11/11/17,1/1/17,11/8/17,http://projects.worldbank.org/P160152?lang=en,130,20,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31290,ADB-51245-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51245-001-supporting-reforms-to-strengthen-fiscal-resilience/,,Supporting Reforms to Strengthen Fiscal Resilience and Improve Public Service Delivery,,1,Tuvalu,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Law and Government,,,,,,,11/20/17,11/11/17,11/9/17,11/9/17,https://www.adb.org/projects/51245-001/main,0.7,,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31265,ADB-51241-002,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51241-002-integrated-information-and-communications-technolo/,,Integrated Information and Communications Technology Development Project,,1,Pakistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Communications,,,,,,,11/20/17,11/9/17,9/29/17,10/30/17,https://www.adb.org/projects/51241-002/main,,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31235,ADB-50347-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/50347-001-dushanbe-urban-water-supply-and-sanitation-project/,,Dushanbe Urban Water Supply and Sanitation Project,Dushanbe,1,Tajikistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,4,Construction,Law and Government,Technical Cooperation,Water and Sanitation,,,,11/22/17,11/7/17,10/2/17,10/20/17,https://www.adb.org/projects/50347-001/main,,0.65,Yes,No,No,No,0,No,,1,Ishita Petkar,,,,,,
31234,ADB-51049-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51049-001-strengthening-liability-insurance-and-improving-so/,,Strengthening Liability Insurance and Improving Social Governance in Neijiang City,"Neijiang, Sichuan",1,China,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Law and Government,,,,,,,11/20/17,11/7/17,11/3/17,11/3/17,https://www.adb.org/projects/51049-001/main,0.53,0.53,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31125,ADB-49450-005,Published,B,Approved,https://ews.rightsindevelopment.org/projects/49450-005-renewable-energy-sector-project-additional-finan/,,Renewable Energy Sector Project - Additional Financing,Cook Islands,1,Cook Islands,,,,,,,,,,,,0,,,,,,,,,,,,,,,,2,Asian Development Bank (ADB),Green Climate Fund (GCF),,,,1,Energy,,,,,,,12/15/17,11/4/17,11/2/17,10/30/17,https://www.adb.org/projects/49450-005/main,12,,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31126,ADB-51242-001,Published,A,Approved,https://ews.rightsindevelopment.org/projects/51242-001-resilient-communities-development-project/,,Resilient Communities Development Project,,1,Myanmar,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Infrastructure,,,,,,,12/15/17,11/4/17,7/31/17,10/30/17,https://www.adb.org/projects/51242-001/main,1.2,1.2,Yes,Yes,No,No,0,No,,1,Tom Weerachat,,,,,,
31117,ADB-50395-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/50395-001-preparing-the-advanced-knowledge-and-skills-for-su/,,Preparing the Advanced Knowledge and Skills for Sustainable Growth Project,,1,Indonesia,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,11/16/17,11/3/17,9/29/17,10/23/17,https://www.adb.org/projects/50395-001/main,0.8,0.8,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31115,ADB-51126-001,Published,U,Approved,https://ews.rightsindevelopment.org/projects/51126-001-sindh-secondary-education-improvement-project/,,Sindh Secondary Education Improvement Project,,1,Pakistan,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Education and Health,,,,,,,11/7/17,11/3/17,10/30/17,10/27/17,https://www.adb.org/projects/51126-001/main,1.1,,No,No,No,No,0,No,,1,Preksha Kumar,,,,,,
31116,ADB-50288-001,Published,C,Approved,https://ews.rightsindevelopment.org/projects/50288-001-infrastructure-preparation-and-innovation-facility/,,Infrastructure Preparation and Innovation Facility,,1,Philippines,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Infrastructure,,,,,,,11/29/17,11/3/17,10/29/17,10/27/17,https://www.adb.org/projects/50288-001/main,164.06,100,No,No,No,No,0,No,,2,Jocelyn Medallo,Tom Weerachat,,,,,
31114,ADB-51178-001,Published,U,Active,https://ews.rightsindevelopment.org/projects/51178-001-sustaining-the-gains-of-regional-cooperation-in-th/,,Sustaining the Gains of Regional Cooperation in the Greater Mekong Subregion,,6,Cambodia,China,Laos,Myanmar,Thailand,Vietnam,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,6,Agriculture and Forestry,Education and Health,Energy,Industry and Trade,Transport,Water and Sanitation,,1/15/18,11/3/17,10/31/17,10/30/17,https://www.adb.org/projects/51178-001/main,2,2,No,No,No,No,0,No,,1,Tom Weerachat,,,,,,
31113,ADB-47274-003,Published,A,Approved,https://ews.rightsindevelopment.org/projects/47274-003-secondary-green-cities-development-project/,,Secondary Green Cities Development Project,"Vinh Yen city -Vinh Yen province, Hue city-TTH province and Ha Giang city -Ha Giang province",1,Vietnam,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,4,Energy,Infrastructure,Transport,Water and Sanitation,,,,1/15/18,11/3/17,10/31/17,10/31/17,https://www.adb.org/projects/47274-003/main,223.87,170,No,No,No,No,0,No,,2,Tom Weerachat,Thien Hoang,,,,,
31068,ADB-41682-039,Published,B,Approved,https://ews.rightsindevelopment.org/projects/41682-039-greater-mekong-subregion-highway-expansion-phase-2/,,Greater Mekong Subregion Highway Expansion Phase 2 Project,"Sakon Nakhon, Nakon Phantom, Roi Et, Yasothon ",1,Thailand,,,,,,,,,,,,0,,,,,,,,,,,,,,,,1,Asian Development Bank (ADB),,,,,1,Transport,,,,,,,12/14/17,10/27/17,10/25/17,10/20/17,https://www.adb.org/projects/41682-039/main,,99.4,Yes,No,No,No,0,No,,1,Tom Weerachat,,,,,,
